Timestamp,Elastic-VM,Logging-VM,SvcProxy-VM1,SvcProxy-VM0
07/02/2025 02:04,10.88,9.61,0.48,0.435
07/02/2025 02:05,11.05,8.99,0.61,1.155
07/02/2025 02:06,9.305,7.075,0.665,0.565
07/02/2025 02:07,8.41,7.31,0.59,0.43
07/02/2025 02:08,7.025,7.285,0.535,0.56
07/02/2025 02:09,5.92,6.76,0.47,0.43
07/02/2025 02:10,5.6,7.0,0.495,6.525
07/02/2025 02:11,5.73,6.67,5.24,0.615
07/02/2025 02:12,6.455,7.24,0.775,0.665
07/02/2025 02:13,7.62,6.62,0.84,0.47
07/02/2025 02:14,6.065,6.83,0.675,0.445
07/02/2025 02:15,5.335,7.025,0.62,0.575
07/02/2025 02:16,6.95,6.98,0.64,0.52
07/02/2025 02:17,6.395,7.275,0.535,0.48
07/02/2025 02:18,6.215,6.705,0.55,0.465
07/02/2025 02:19,5.305,6.875,0.475,0.43
07/02/2025 02:20,6.04,6.865,0.47,0.47
07/02/2025 02:21,6.22,7.295,0.495,0.555
07/02/2025 02:22,6.27,6.605,0.575,1.87
07/02/2025 02:23,7.085,6.675,0.565,2.85
07/02/2025 02:24,6.45,7.23,0.49,0.77
07/02/2025 02:25,5.45,7.155,0.48,7.42
07/02/2025 02:26,5.76,6.73,7.51,0.61
07/02/2025 02:27,5.35,7.22,0.6,0.715
07/02/2025 02:28,6.485,7.12,0.61,0.475
07/02/2025 02:29,6.095,7.19,0.495,0.435
07/02/2025 02:30,6.685,7.6,0.47,0.475
07/02/2025 02:31,9.155,7.66,0.53,0.565
07/02/2025 02:32,5.99,6.755,0.65,0.475
07/02/2025 02:33,6.325,7.045,0.63,0.475
07/02/2025 02:34,5.385,6.89,0.49,0.475
07/02/2025 02:35,5.755,7.1,0.77,0.445
07/02/2025 02:36,5.45,6.915,0.525,0.685
07/02/2025 02:37,5.71,6.87,0.61,0.495
07/02/2025 02:38,6.03,7.425,0.55,0.465
07/02/2025 02:39,5.86,7.515,0.565,0.44
07/02/2025 02:40,5.335,6.995,0.635,5.025
07/02/2025 02:41,5.805,6.47,5.21,0.585
07/02/2025 02:42,5.795,7.14,1.325,0.67
07/02/2025 02:43,6.96,6.79,0.57,0.445
07/02/2025 02:44,6.925,7.035,0.49,0.475
07/02/2025 02:45,5.525,6.8,0.48,0.485
07/02/2025 02:46,5.57,6.76,0.745,0.5
07/02/2025 02:47,7.805,7.225,0.65,0.43
07/02/2025 02:48,6.425,7.235,1.2,0.435
07/02/2025 02:49,5.665,6.73,3.2,0.465
07/02/2025 02:50,5.905,7.115,0.855,0.475
07/02/2025 02:51,6.385,6.745,0.67,0.505
07/02/2025 02:52,7.175,7.055,2.795,0.475
07/02/2025 02:53,6.695,7.15,0.61,0.43
07/02/2025 02:54,5.315,6.59,0.49,2.76
07/02/2025 02:55,5.385,6.825,0.475,7.45
07/02/2025 02:56,5.26,6.655,9.065,1.035
07/02/2025 02:57,5.66,7.305,0.695,0.645
07/02/2025 02:58,,6.785,0.57,0.44
07/02/2025 02:59,5.8075,7.01,0.49,0.47
07/02/2025 03:00,5.755,6.965,0.595,0.435
07/02/2025 03:01,7.09,7.87,0.75,0.53
07/02/2025 03:02,10.11,10.985,0.54,0.54
07/02/2025 03:03,9.155,9.15,0.555,0.485
07/02/2025 03:04,9.31,9.17,0.49,0.475
07/02/2025 03:05,8.615,9.865,0.615,0.465
07/02/2025 03:06,6.635,7.34,0.53,0.575
07/02/2025 03:07,6.275,6.97,0.605,0.49
07/02/2025 03:08,8.325,6.74,0.55,0.435
07/02/2025 03:09,8.29,6.87,0.48,0.555
07/02/2025 03:10,8.5,7.3,0.47,5.09
07/02/2025 03:11,7.09,6.605,5.15,0.615
07/02/2025 03:12,7.425,6.355,0.745,0.57
07/02/2025 03:13,8.48,6.94,0.66,0.435
07/02/2025 03:14,8.415,6.73,0.5,0.465
07/02/2025 03:15,7.835,7.3,0.6,0.525
07/02/2025 03:16,6.925,7.125,0.705,0.52
07/02/2025 03:17,6.89,6.985,0.58,0.48
07/02/2025 03:18,10.615,6.8,0.555,0.43
07/02/2025 03:19,7.495,7.46,0.48,0.465
07/02/2025 03:20,,7.045,0.46,0.48
07/02/2025 03:21,8.9575,6.74,0.58,0.55
07/02/2025 03:22,6.83,6.51,0.62,0.52
07/02/2025 03:23,10.59,6.87,0.55,0.77
07/02/2025 03:24,7.155,7.38,0.485,2.88
07/02/2025 03:25,7.765,6.57,0.47,9.75
07/02/2025 03:26,7.93,6.35,7.615,0.59
07/02/2025 03:27,7.62,7.135,0.64,0.79
07/02/2025 03:28,,7.03,0.62,0.44
07/02/2025 03:29,7.4725,6.99,0.505,0.47
07/02/2025 03:30,7.105,6.81,0.49,0.485
07/02/2025 03:31,9.785,6.67,0.615,0.51
07/02/2025 03:32,9.14,6.57,0.595,0.53
07/02/2025 03:33,8.6,7.165,0.57,0.435
07/02/2025 03:34,9.265,6.775,0.58,0.51
07/02/2025 03:35,7.825,6.73,0.53,0.485
07/02/2025 03:36,6.87,6.925,0.655,0.555
07/02/2025 03:37,8.14,7.02,0.65,0.43
07/02/2025 03:38,8.915,7.18,0.575,0.44
07/02/2025 03:39,7.225,6.775,0.595,0.47
07/02/2025 03:40,7.185,7.58,0.61,5.07
07/02/2025 03:41,11.6,6.61,5.415,0.555
07/02/2025 03:42,7.04,7.215,0.7,0.61
07/02/2025 03:43,8.265,6.755,0.59,0.45
07/02/2025 03:44,7.875,6.68,0.51,0.465
07/02/2025 03:45,6.835,7.225,0.49,0.485
07/02/2025 03:46,7.49,7.115,0.69,0.51
07/02/2025 03:47,7.69,7.265,0.765,0.435
07/02/2025 03:48,9.295,6.595,0.57,0.44
07/02/2025 03:49,8.33,6.92,0.5,0.47
07/02/2025 03:50,7.495,7.155,1.975,0.47
07/02/2025 03:51,8.335,6.97,2.795,0.51
07/02/2025 03:52,6.925,6.645,2.94,0.535
07/02/2025 03:53,7.115,6.82,0.68,0.44
07/02/2025 03:54,7.575,6.85,0.515,2.755
07/02/2025 03:55,8.485,7.08,0.62,7.545
07/02/2025 03:56,7.245,6.97,7.575,0.6
07/02/2025 03:57,7.125,6.8,0.83,0.615
07/02/2025 03:58,8.82,6.865,0.595,0.435
07/02/2025 03:59,7.095,7.005,0.5,0.47
07/02/2025 04:00,7.015,7.02,0.49,0.485
07/02/2025 04:01,8.715,7.895,0.575,0.58
07/02/2025 04:02,10.355,9.325,0.725,0.495
07/02/2025 04:03,10.655,9.39,0.595,2.045
07/02/2025 04:04,10.98,9.25,0.51,0.59
07/02/2025 04:05,12.15,10.61,0.53,0.875
07/02/2025 04:06,8.23,7.45,1.23,0.57
07/02/2025 04:07,7.755,7.1,0.685,0.495
07/02/2025 04:08,9.5,7.13,0.575,0.59
07/02/2025 04:09,8.84,7.375,0.49,0.835
07/02/2025 04:10,7.185,6.895,0.61,5.14
07/02/2025 04:11,8.48,6.65,6.77,0.63
07/02/2025 04:12,7.725,6.605,0.65,0.68
07/02/2025 04:13,8.32,6.82,0.68,0.435
07/02/2025 04:14,8.355,7.195,0.535,0.47
07/02/2025 04:15,7.155,6.6,0.505,0.575
07/02/2025 04:16,6.855,6.575,0.635,0.53
07/02/2025 04:17,7.71,7.03,0.725,0.47
07/02/2025 04:18,9.095,7.3,0.58,0.435
07/02/2025 04:19,8.49,6.65,0.505,0.48
07/02/2025 04:20,8.56,6.94,0.495,0.475
07/02/2025 04:21,7.175,6.545,0.6,0.505
07/02/2025 04:22,6.765,6.865,0.65,0.57
07/02/2025 04:23,8.05,7.17,0.58,0.44
07/02/2025 04:24,7.845,6.5,0.49,0.47
07/02/2025 04:25,8.195,7.005,0.765,8.17
07/02/2025 04:26,7.96,6.765,32.245,3.165
07/02/2025 04:27,8.54,7.375,0.905,0.935
07/02/2025 04:28,8.15,6.705,0.68,0.445
07/02/2025 04:29,6.495,6.875,0.515,0.47
07/02/2025 04:30,7.095,6.83,0.49,0.49
07/02/2025 04:31,6.985,6.845,0.505,0.69
07/02/2025 04:32,7.78,7.15,0.825,0.455
07/02/2025 04:33,7.695,6.62,0.59,0.435
07/02/2025 04:34,8.94,6.875,0.495,0.51
07/02/2025 04:35,10.625,6.89,0.615,0.47
07/02/2025 04:36,7.615,6.94,0.525,0.555
07/02/2025 04:37,7.24,6.705,0.675,0.485
07/02/2025 04:38,7.145,6.725,0.585,0.445
07/02/2025 04:39,7.285,7.16,0.595,0.465
07/02/2025 04:40,7.315,7.25,0.495,6.565
07/02/2025 04:41,9.435,6.805,5.27,0.62
07/02/2025 04:42,8.555,7.075,0.655,0.665
07/02/2025 04:43,7.77,6.88,0.59,0.445
07/02/2025 04:44,6.98,7.025,0.51,0.465
07/02/2025 04:45,6.86,7.035,0.61,0.44
07/02/2025 04:46,7.02,6.955,0.52,0.54
07/02/2025 04:47,7.285,6.93,0.595,0.525
07/02/2025 04:48,8.955,6.93,0.71,0.505
07/02/2025 04:49,10.185,7.525,0.535,0.47
07/02/2025 04:50,8.77,7.11,0.625,0.425
07/02/2025 04:51,7.235,6.65,0.615,0.505
07/02/2025 04:52,6.785,6.94,2.915,0.47
07/02/2025 04:53,7.49,6.685,5.19,0.425
07/02/2025 04:54,7.11,7.195,0.935,3.155
07/02/2025 04:55,6.955,7.1,0.625,7.57
07/02/2025 04:56,,6.53,7.785,0.595
07/02/2025 04:57,8.07,7.16,0.895,0.565
07/02/2025 04:58,8.21,7.29,0.6,0.44
07/02/2025 04:59,8.185,7.265,0.52,0.455
07/02/2025 05:00,7.05,6.675,0.64,0.57
07/02/2025 05:01,8.325,8.545,2.795,0.51
07/02/2025 05:02,10.43,10.765,0.98,0.495
07/02/2025 05:03,12.96,11.08,0.605,0.5
07/02/2025 05:04,12.615,10.93,0.51,0.48
07/02/2025 05:05,12.49,9.515,0.55,0.48
07/02/2025 05:06,10.51,8.135,0.6,0.565
07/02/2025 05:07,9.035,7.81,0.645,0.485
07/02/2025 05:08,7.87,7.77,0.55,0.475
07/02/2025 05:09,7.46,7.485,0.52,0.46
07/02/2025 05:10,9.06,7.27,0.695,5.03
07/02/2025 05:11,7.565,7.1,5.335,0.675
07/02/2025 05:12,8.41,8.005,0.845,0.6
07/02/2025 05:13,9.505,7.435,0.71,0.455
07/02/2025 05:14,8.34,7.015,0.545,0.46
07/02/2025 05:15,7.275,7.675,0.65,0.525
07/02/2025 05:16,9.325,7.55,0.64,0.515
07/02/2025 05:17,9.625,7.595,0.615,0.41
07/02/2025 05:18,8.155,7.51,0.605,0.5
07/02/2025 05:19,,7.63,0.525,0.47
07/02/2025 05:20,9.215,7.445,0.615,0.405
07/02/2025 05:21,7.335,7.37,0.505,0.555
07/02/2025 05:22,7.52,7.035,0.675,0.545
07/02/2025 05:23,7.855,7.265,0.59,0.46
07/02/2025 05:24,8.94,7.9,0.52,0.465
07/02/2025 05:25,10.085,7.625,0.505,7.54
07/02/2025 05:26,8.695,7.395,9.675,0.585
07/02/2025 05:27,8.705,7.2,0.93,2.255
07/02/2025 05:28,8.175,7.535,1.96,2.255
07/02/2025 05:29,8.385,7.6,0.53,0.845
07/02/2025 05:30,9.615,8.02,1.095,0.425
07/02/2025 05:31,9.695,7.55,0.54,1.11
07/02/2025 05:32,11.31,7.405,0.7,0.485
07/02/2025 05:33,8.625,7.7,0.595,0.43
07/02/2025 05:34,8.285,7.835,0.505,0.57
07/02/2025 05:35,7.84,7.965,0.7,0.435
07/02/2025 05:36,8.075,7.195,0.71,0.515
07/02/2025 05:37,8.135,7.465,0.645,0.465
07/02/2025 05:38,7.93,7.455,0.585,0.435
07/02/2025 05:39,8.45,7.785,0.575,0.455
07/02/2025 05:40,8.145,7.35,0.495,5.075
07/02/2025 05:41,8.845,7.205,5.13,0.615
07/02/2025 05:42,15.13,7.415,0.885,0.51
07/02/2025 05:43,9.575,7.49,0.585,0.495
07/02/2025 05:44,8.165,8.43,0.505,0.465
07/02/2025 05:45,7.48,7.0,0.6,0.435
07/02/2025 05:46,7.72,7.445,0.52,0.555
07/02/2025 05:47,8.365,7.25,0.645,0.485
07/02/2025 05:48,9.21,7.805,0.58,0.48
07/02/2025 05:49,9.685,7.42,0.5,0.465
07/02/2025 05:50,8.375,7.27,0.49,0.465
07/02/2025 05:51,9.92,7.235,0.615,0.505
07/02/2025 05:52,7.86,7.435,0.66,0.475
07/02/2025 05:53,9.28,7.68,3.135,0.425
07/02/2025 05:54,8.57,6.905,3.025,2.73
07/02/2025 05:55,7.275,7.165,1.78,9.04
07/02/2025 05:56,7.81,7.23,8.145,0.605
07/02/2025 05:57,8.14,7.89,0.935,0.495
07/02/2025 05:58,10.21,7.37,0.61,0.495
07/02/2025 05:59,7.945,7.645,0.52,0.465
07/02/2025 06:00,7.965,7.13,0.79,0.435
07/02/2025 06:01,10.28,8.515,0.59,0.6
07/02/2025 06:02,12.68,11.5,0.835,0.43
07/02/2025 06:03,10.995,10.26,0.595,0.485
07/02/2025 06:04,9.64,9.885,0.515,0.475
07/02/2025 06:05,12.31,11.095,0.53,0.49
07/02/2025 06:06,10.085,7.705,0.73,0.51
07/02/2025 06:07,8.79,7.18,0.55,0.485
07/02/2025 06:08,9.395,7.475,0.58,0.485
07/02/2025 06:09,8.19,7.495,0.5,0.455
07/02/2025 06:10,8.83,7.7,0.49,5.06
07/02/2025 06:11,10.36,7.43,5.25,0.6
07/02/2025 06:12,9.03,6.77,0.835,0.645
07/02/2025 06:13,10.98,7.37,0.71,0.985
07/02/2025 06:14,9.11,13.29,0.545,0.505
07/02/2025 06:15,7.51,8.15,0.645,0.525
07/02/2025 06:16,7.525,6.985,0.71,0.52
07/02/2025 06:17,8.365,7.515,0.62,0.48
07/02/2025 06:18,7.885,7.52,0.6,0.485
07/02/2025 06:19,9.125,7.58,0.515,0.475
07/02/2025 06:20,10.86,7.525,0.51,0.47
07/02/2025 06:21,9.435,6.835,0.64,0.51
07/02/2025 06:22,10.56,7.455,0.68,0.5
07/02/2025 06:23,8.48,6.985,0.605,0.48
07/02/2025 06:24,7.97,7.435,0.515,0.465
07/02/2025 06:25,7.845,7.405,0.63,7.47
07/02/2025 06:26,8.165,6.765,8.56,0.55
07/02/2025 06:27,9.46,7.465,0.945,0.575
07/02/2025 06:28,11.025,7.7,0.655,0.99
07/02/2025 06:29,9.26,7.595,0.525,2.995
07/02/2025 06:30,10.515,7.055,0.625,0.945
07/02/2025 06:31,10.16,9.4,0.605,0.57
07/02/2025 06:32,14.47,13.62,0.75,0.48
07/02/2025 06:33,18.41,16.4,0.6,0.445
07/02/2025 06:34,21.46,18.39,0.52,0.52
07/02/2025 06:35,25.49,18.2,0.68,0.44
07/02/2025 06:36,22.26,13.815,0.61,0.56
07/02/2025 06:37,14.44,10.495,0.89,0.44
07/02/2025 06:38,15.77,7.75,,0.44
07/02/2025 06:39,11.725,7.03,0.6075,0.465
07/02/2025 06:40,9.2,7.42,0.515,5.03
07/02/2025 06:41,9.485,7.155,6.95,0.61
07/02/2025 06:42,9.415,7.59,0.895,0.515
07/02/2025 06:43,11.71,7.23,0.62,0.505
07/02/2025 06:44,8.625,6.98,0.53,0.68
07/02/2025 06:45,9.7,7.585,0.645,0.45
07/02/2025 06:46,9.56,7.99,0.65,0.53
07/02/2025 06:47,8.685,7.755,0.62,0.495
07/02/2025 06:48,9.265,6.99,0.595,23.05
07/02/2025 06:49,9.005,7.6,0.52,0.49
07/02/2025 06:50,10.85,7.19,0.645,0.475
07/02/2025 06:51,12.435,7.26,0.63,0.54
07/02/2025 06:52,10.385,7.155,0.665,0.43
07/02/2025 06:53,8.775,7.0,2.86,0.475
07/02/2025 06:54,7.455,7.315,0.57,2.715
07/02/2025 06:55,9.745,7.635,1.185,7.545
07/02/2025 06:56,9.995,7.73,10.775,0.61
07/02/2025 06:57,8.555,6.93,1.675,0.565
07/02/2025 06:58,8.325,7.43,0.69,0.56
07/02/2025 06:59,8.58,7.14,0.52,0.47
07/02/2025 07:00,11.74,7.455,0.635,0.42
07/02/2025 07:01,8.975,8.59,0.87,0.63
07/02/2025 07:02,11.085,9.78,1.045,0.555
07/02/2025 07:03,12.765,11.17,0.58,0.52
07/02/2025 07:04,10.845,10.955,0.575,0.495
07/02/2025 07:05,13.95,12.035,0.7,0.48
07/02/2025 07:06,10.205,7.815,0.51,0.565
07/02/2025 07:07,9.81,7.635,0.64,0.485
07/02/2025 07:08,8.125,7.195,0.55,0.44
07/02/2025 07:09,11.595,7.93,0.48,0.465
07/02/2025 07:10,11.94,7.53,0.455,6.58
07/02/2025 07:11,12.525,7.355,5.33,0.58
07/02/2025 07:12,13.43,7.315,0.635,0.55
07/02/2025 07:13,11.715,7.725,0.665,0.625
07/02/2025 07:14,10.93,7.885,0.525,0.465
07/02/2025 07:15,11.195,7.73,0.52,0.59
07/02/2025 07:16,10.865,7.21,0.725,0.52
07/02/2025 07:17,8.59,7.21,0.745,0.485
07/02/2025 07:18,12.085,8.015,0.595,0.435
07/02/2025 07:19,10.67,7.07,0.525,0.455
07/02/2025 07:20,11.965,7.145,0.635,0.435
07/02/2025 07:21,,7.545,0.5,0.57
07/02/2025 07:22,10.8125,7.56,,0.565
07/02/2025 07:23,10.045,7.395,0.6425,0.44
07/02/2025 07:24,7.275,7.515,0.52,0.47
07/02/2025 07:25,7.62,7.25,0.725,7.615
07/02/2025 07:26,10.06,7.015,7.965,0.57
07/02/2025 07:27,9.955,8.315,0.805,0.615
07/02/2025 07:28,9.895,7.29,0.665,0.5
07/02/2025 07:29,8.075,7.295,0.53,0.475
07/02/2025 07:30,7.87,7.66,0.51,1.74
07/02/2025 07:31,8.44,8.61,0.645,2.765
07/02/2025 07:32,13.595,15.935,0.615,0.55
07/02/2025 07:33,19.42,17.585,0.595,0.98
07/02/2025 07:34,16.11,14.49,0.525,0.545
07/02/2025 07:35,18.4,15.755,0.675,0.46
07/02/2025 07:36,16.125,12.39,0.605,0.56
07/02/2025 07:37,11.38,7.905,0.75,0.435
07/02/2025 07:38,20.385,15.99,0.745,0.48
07/02/2025 07:39,20.57,13.88,0.59,0.46
07/02/2025 07:40,17.11,12.5,0.83,5.06
07/02/2025 07:41,16.68,15.0,5.585,0.605
07/02/2025 07:42,14.385,8.735,0.605,0.515
07/02/2025 07:43,10.91,8.48,1.01,0.505
07/02/2025 07:44,9.54,8.485,0.52,0.47
07/02/2025 07:45,10.635,7.895,0.51,0.49
07/02/2025 07:46,8.81,8.11,0.66,0.515
07/02/2025 07:47,10.1,8.65,0.6,0.485
07/02/2025 07:48,9.955,8.455,0.655,0.485
07/02/2025 07:49,8.675,8.32,0.51,0.47
07/02/2025 07:50,8.74,7.87,0.5,0.47
07/02/2025 07:51,8.285,7.93,0.58,0.57
07/02/2025 07:52,8.29,7.885,0.655,0.44
07/02/2025 07:53,10.34,8.2,0.87,0.44
07/02/2025 07:54,10.365,8.515,2.815,2.7
07/02/2025 07:55,8.51,7.56,0.525,7.59
07/02/2025 07:56,7.555,7.79,8.71,0.635
07/02/2025 07:57,9.02,8.71,1.475,0.5
07/02/2025 07:58,8.145,8.0,3.01,0.5
07/02/2025 07:59,9.87,8.125,2.325,0.475
07/02/2025 08:00,9.7,7.47,0.565,0.44
07/02/2025 08:01,9.605,9.1,0.84,0.58
07/02/2025 08:02,11.465,11.92,0.52,0.48
07/02/2025 08:03,12.98,12.61,0.84,0.495
07/02/2025 08:04,14.255,11.61,0.52,0.495
07/02/2025 08:05,13.44,10.02,0.51,0.445
07/02/2025 08:06,9.235,8.78,0.765,0.76
07/02/2025 08:07,10.13,8.74,0.635,0.44
07/02/2025 08:08,10.37,9.05,0.765,0.5
07/02/2025 08:09,9.635,9.25,0.52,0.465
07/02/2025 08:10,11.1,8.125,0.51,5.065
07/02/2025 08:11,8.575,7.98,5.34,0.635
07/02/2025 08:12,9.195,9.045,0.59,0.51
07/02/2025 08:13,10.04,8.175,1.02,0.495
07/02/2025 08:14,9.585,8.085,0.625,0.55
07/02/2025 08:15,10.54,8.285,0.54,0.535
07/02/2025 08:16,8.845,8.29,0.73,0.535
07/02/2025 08:17,9.985,8.63,0.64,0.49
07/02/2025 08:18,9.2,8.155,0.705,0.485
07/02/2025 08:19,9.995,8.195,0.515,0.475
07/02/2025 08:20,8.145,8.165,0.5,0.425
07/02/2025 08:21,9.115,9.145,1.245,0.525
07/02/2025 08:22,9.975,8.485,0.635,0.555
07/02/2025 08:23,9.97,8.145,0.755,0.435
07/02/2025 08:24,9.745,9.035,0.51,0.46
07/02/2025 08:25,7.915,8.2,0.5,8.975
07/02/2025 08:26,8.99,8.59,7.89,0.61
07/02/2025 08:27,9.57,8.6,0.58,0.685
07/02/2025 08:28,11.17,8.585,1.005,0.505
07/02/2025 08:29,9.55,9.125,0.52,0.475
07/02/2025 08:30,,9.72,0.51,0.45
07/02/2025 08:31,10.09,9.47,0.515,0.78
07/02/2025 08:32,11.9,12.07,0.51,2.675
07/02/2025 08:33,13.53,13.225,3.74,1.635
07/02/2025 08:34,16.855,13.43,0.84,0.535
07/02/2025 08:35,13.695,14.03,0.515,0.45
07/02/2025 08:36,,9.675,0.555,0.625
07/02/2025 08:37,12.1225,9.135,0.515,0.485
07/02/2025 08:38,13.59,10.16,0.64,0.5
07/02/2025 08:39,12.3,11.88,0.68,1.39
07/02/2025 08:40,13.705,10.925,0.5,5.07
07/02/2025 08:41,13.965,13.245,5.26,0.655
07/02/2025 08:42,12.45,9.7,0.73,0.525
07/02/2025 08:43,10.905,10.265,0.77,0.59
07/02/2025 08:44,11.35,9.335,0.52,0.46
07/02/2025 08:45,11.41,9.16,0.515,0.46
07/02/2025 08:46,10.94,8.93,0.535,0.575
07/02/2025 08:47,11.65,9.65,0.635,0.54
07/02/2025 08:48,10.6,10.125,0.805,0.495
07/02/2025 08:49,9.285,8.87,0.515,0.465
07/02/2025 08:50,11.24,8.97,0.505,0.735
07/02/2025 08:51,11.18,10.035,0.58,0.85
07/02/2025 08:52,12.2,9.67,0.51,0.85
07/02/2025 08:53,12.46,10.55,0.765,0.81
07/02/2025 08:54,10.585,9.305,2.815,0.53
07/02/2025 08:55,9.985,8.56,0.77,10.145
07/02/2025 08:56,12.0,10.78,8.565,0.68
07/02/2025 08:57,10.93,9.81,3.06,0.52
07/02/2025 08:58,9.935,9.045,1.23,0.605
07/02/2025 08:59,11.28,9.63,0.665,0.465
07/02/2025 09:00,10.875,10.005,4.42,0.45
07/02/2025 09:01,14.385,13.825,2.105,0.985
07/02/2025 09:02,17.95,19.075,0.66,0.45
07/02/2025 09:03,16.015,16.885,0.855,0.56
07/02/2025 09:04,14.465,15.46,0.86,0.49
07/02/2025 09:05,19.075,15.205,0.515,0.455
07/02/2025 09:06,15.395,10.575,0.67,0.57
07/02/2025 09:07,15.465,9.79,0.955,0.825
07/02/2025 09:08,14.81,9.1,3.81,0.765
07/02/2025 09:09,12.725,9.555,2.33,0.455
07/02/2025 09:10,12.105,10.035,0.545,5.07
07/02/2025 09:11,11.915,10.63,6.775,0.68
07/02/2025 09:12,12.84,9.905,0.675,0.565
07/02/2025 09:13,12.86,11.16,0.905,0.56
07/02/2025 09:14,12.03,10.57,2.445,0.44
07/02/2025 09:15,12.0,9.995,0.565,0.665
07/02/2025 09:16,11.005,9.775,0.645,0.595
07/02/2025 09:17,13.115,11.97,0.67,0.505
07/02/2025 09:18,12.705,11.2,0.83,0.505
07/02/2025 09:19,15.895,12.41,0.535,0.445
07/02/2025 09:20,16.095,12.685,1.115,0.465
07/02/2025 09:21,13.17,10.52,0.685,0.92
07/02/2025 09:22,10.43,9.545,0.65,0.525
07/02/2025 09:23,10.685,10.195,0.66,0.545
07/02/2025 09:24,10.335,9.43,0.54,0.435
07/02/2025 09:25,11.345,9.94,0.535,7.595
07/02/2025 09:26,11.095,10.51,7.855,0.57
07/02/2025 09:27,10.845,10.29,0.77,0.56
07/02/2025 09:28,13.785,13.285,2.675,0.625
07/02/2025 09:29,14.265,11.215,0.545,
07/02/2025 09:30,12.625,9.85,0.53,0.48
07/02/2025 09:31,,12.145,0.665,0.535
07/02/2025 09:32,16.14,12.745,0.63,0.445
07/02/2025 09:33,17.325,13.2,2.495,
07/02/2025 09:34,13.905,11.045,0.54,3.01
07/02/2025 09:35,15.72,10.365,0.52,0.92
07/02/2025 09:36,16.225,12.045,2.7,0.605
07/02/2025 09:37,17.45,11.275,2.845,0.505
07/02/2025 09:38,17.575,11.115,0.83,0.54
07/02/2025 09:39,16.0,10.175,0.63,0.435
07/02/2025 09:40,16.595,10.46,0.615,6.575
07/02/2025 09:41,13.675,11.27,5.175,0.625
07/02/2025 09:42,13.39,10.74,0.725,0.515
07/02/2025 09:43,14.865,12.49,0.86,0.555
07/02/2025 09:44,16.04,12.295,0.51,0.665
07/02/2025 09:45,16.79,13.025,0.495,0.505
07/02/2025 09:46,16.605,14.73,0.51,0.57
07/02/2025 09:47,17.38,14.975,0.6,0.44
07/02/2025 09:48,13.915,11.945,0.79,0.5
07/02/2025 09:49,14.23,12.06,0.49,0.44
07/02/2025 09:50,15.35,11.82,0.485,0.47
07/02/2025 09:51,14.81,13.04,0.67,0.525
07/02/2025 09:52,17.59,12.95,1.21,0.495
07/02/2025 09:53,14.8,12.47,0.665,0.535
07/02/2025 09:54,12.835,10.94,5.4,0.455
07/02/2025 09:55,12.83,10.995,0.875,9.885
07/02/2025 09:56,13.46,10.455,8.3,0.565
07/02/2025 09:57,12.77,12.535,0.755,0.625
07/02/2025 09:58,17.975,12.91,0.91,1.025
07/02/2025 09:59,16.975,11.135,0.555,1.01
07/02/2025 10:00,14.07,10.405,0.545,0.505
07/02/2025 10:01,16.85,11.885,1.02,0.635
07/02/2025 10:02,18.125,12.265,3.125,0.505
07/02/2025 10:03,14.755,14.67,1.83,0.6
07/02/2025 10:04,13.44,14.435,0.555,0.44
07/02/2025 10:05,13.99,13.895,0.555,0.49
07/02/2025 10:06,11.725,10.39,0.745,0.525
07/02/2025 10:07,14.24,10.155,0.665,0.455
07/02/2025 10:08,11.74,10.065,0.94,0.455
07/02/2025 10:09,12.515,10.48,0.55,0.445
07/02/2025 10:10,12.665,11.24,0.535,5.14
07/02/2025 10:11,13.225,10.14,5.59,0.67
07/02/2025 10:12,13.055,10.27,0.84,0.52
07/02/2025 10:13,12.215,11.125,1.175,0.545
07/02/2025 10:14,11.075,11.745,0.89,0.445
07/02/2025 10:15,10.89,9.745,0.785,0.58
07/02/2025 10:16,12.235,12.15,0.78,0.69
07/02/2025 10:17,14.375,16.6,0.605,0.865
07/02/2025 10:18,15.795,14.76,0.885,0.515
07/02/2025 10:19,20.92,17.125,0.555,0.445
07/02/2025 10:20,16.655,13.97,0.555,0.48
07/02/2025 10:21,16.42,10.34,0.66,0.525
07/02/2025 10:22,17.015,10.635,0.66,0.525
07/02/2025 10:23,13.48,10.895,0.805,0.495
07/02/2025 10:24,11.58,9.77,0.54,0.425
07/02/2025 10:25,12.95,10.165,0.535,7.685
07/02/2025 10:26,11.67,9.92,9.905,0.65
07/02/2025 10:27,12.075,11.215,0.63,0.55
07/02/2025 10:28,11.445,11.445,1.075,0.5
07/02/2025 10:29,12.64,10.955,0.57,0.435
07/02/2025 10:30,12.835,10.52,0.51,0.485
07/02/2025 10:31,13.385,10.43,0.615,0.575
07/02/2025 10:32,11.325,10.855,1.33,0.59
07/02/2025 10:33,11.405,9.75,0.955,0.615
07/02/2025 10:34,13.37,10.53,0.645,0.48
07/02/2025 10:35,13.235,10.87,2.015,1.74
07/02/2025 10:36,12.78,11.385,0.635,2.875
07/02/2025 10:37,13.885,9.85,0.615,0.535
07/02/2025 10:38,12.74,10.095,0.755,0.5
07/02/2025 10:39,13.62,10.975,0.585,0.435
07/02/2025 10:40,13.43,11.24,0.49,5.055
07/02/2025 10:41,13.325,11.4,5.5,0.625
